order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD100140,2025-01-01 12:25:00,Hyderabad,R0770,South Indian,1000,31,1
ORD100141,2025-01-01 12:26:00,Bangalore,R0716,Fast Food,268,37,0
ORD100142,2025-01-01 12:29:00,Mumbai,R0574,Desserts,625,29,0
ORD100143,2025-01-01 12:32:00,Mumbai,R0161,South Indian,1225,34,0
ORD100144,2025-01-01 12:32:00,Chennai,R0430,Biryani,654,68,0
ORD100145,2025-01-01 12:32:00,Mumbai,R0252,Fast Food,559,74,0
ORD100146,2025-01-01 12:34:00,Mumbai,R0434,Continental,450,35,0
ORD100147,2025-01-01 12:36:00,Chennai,R0148,South Indian,147,49,0
ORD100148,2025-01-01 12:37:00,Mumbai,R0450,Italian,1222,53,1
ORD100149,2025-01-01 12:37:00,Delhi,R0321,North Indian,242,38,0
ORD100150,2025-01-01 12:37:00,Delhi,R0765,South Indian,360,17,0
ORD100151,2025-01-01 12:39:00,Mumbai,R0536,North Indian,855,26,0
ORD100152,2025-01-01 12:42:00,Bangalore,R0142,Italian,107,19,1
ORD100153,2025-01-01 12:42:00,Mumbai,R0561,Fast Food,1443,19,0
ORD100154,2025-01-01 12:42:00,Delhi,R0613,Biryani,908,25,0
ORD100155,2025-01-01 12:43:00,Mumbai,R0157,Fast Food,1204,49,1
ORD100156,2025-01-01 12:43:00,Delhi,R0149,Chinese,538,23,0
ORD100157,2025-01-01 12:44:00,Kolkata,R0800,South Indian,961,51,0
ORD100158,2025-01-01 12:44:00,Mumbai,R0187,Desserts,550,15,1
ORD100159,2025-01-01 12:49:00,Delhi,R0640,North Indian,179,29,0
ORD100160,2025-01-01 12:50:00,Chennai,R0565,Biryani,451,36,1
ORD100161,2025-01-01 12:51:00,Mumbai,R0504,Biryani,664,66,0
ORD100162,2025-01-01 12:51:00,Bangalore,R0599,Continental,1243,54,0
ORD100163,2025-01-01 12:51:00,Delhi,R0733,Beverages,1393,58,0
ORD100164,2025-01-01 12:52:00,Kolkata,R0206,Fast Food,792,71,0
ORD100165,2025-01-01 12:52:00,Kolkata,R0575,Desserts,221,20,1
ORD100166,2025-01-01 12:52:00,Chennai,R0711,Biryani,1053,15,0
ORD100167,2025-01-01 12:54:00,Chennai,R0663,Fast Food,1156,50,1
ORD100168,2025-01-01 12:55:00,Bangalore,R0081,Italian,771,69,0
ORD100169,2025-01-01 12:58:00,Kolkata,R0034,Italian,964,29,1
ORD100170,2025-01-01 12:58:00,Bangalore,R0224,Desserts,709,41,0
ORD100171,2025-01-01 12:59:00,Mumbai,R0389,Continental,1272,42,0
ORD100172,2025-01-01 13:01:00,Delhi,R0042,Beverages,1397,65,1
ORD100173,2025-01-01 13:01:00,Delhi,R0237,Italian,480,46,0
ORD100174,2025-01-01 13:01:00,Bangalore,R0212,Biryani,305,49,0
ORD100175,2025-01-01 13:05:00,Mumbai,R0712,Chinese,1246,18,0
ORD100176,2025-01-01 13:06:00,Chennai,R0328,Biryani,868,56,0
ORD100177,2025-01-01 13:06:00,Mumbai,R0508,Beverages,955,51,0
ORD100178,2025-01-01 13:07:00,Pune,R0600,Desserts,335,64,1
ORD100179,2025-01-01 13:09:00,Bangalore,R0409,Biryani,1241,56,1
ORD100180,2025-01-01 13:10:00,Chennai,R0302,Fast Food,673,60,0
ORD100181,2025-01-01 13:12:00,Bangalore,R0795,Chinese,987,74,1
ORD100182,2025-01-01 13:12:00,Pune,R0096,Continental,235,55,0
ORD100183,2025-01-01 13:13:00,Delhi,R0647,Chinese,725,62,0
ORD100184,2025-01-01 13:13:00,Delhi,R0012,South Indian,695,65,0
ORD100185,2025-01-01 13:17:00,Chennai,R0624,South Indian,777,20,0
ORD100186,2025-01-01 13:19:00,Hyderabad,R0135,North Indian,180,57,0
ORD100187,2025-01-01 13:19:00,Bangalore,R0365,Desserts,917,39,0
ORD100188,2025-01-01 13:19:00,Mumbai,R0429,North Indian,392,49,0
ORD100189,2025-01-01 13:26:00,Mumbai,R0132,Italian,559,74,0
ORD100190,2025-01-01 13:26:00,Mumbai,R0412,South Indian,204,15,0
ORD100191,2025-01-01 13:28:00,Pune,R0046,Continental,939,50,1
ORD100192,2025-01-01 13:29:00,Mumbai,R0701,North Indian,1415,72,0
ORD100193,2025-01-01 13:31:00,Chennai,R0720,Italian,659,43,0
ORD100194,2025-01-01 13:31:00,Hyderabad,R0552,Biryani,714,47,0
ORD100195,2025-01-01 13:32:00,Delhi,R0372,Continental,245,23,0
ORD100196,2025-01-01 13:33:00,Delhi,R0283,Continental,581,68,0
ORD100197,2025-01-01 13:35:00,Mumbai,R0395,Desserts,1416,18,0
ORD100198,2025-01-01 13:36:00,Chennai,R0513,Desserts,336,35,0
ORD100199,2025-01-01 13:37:00,Mumbai,R0149,Chinese,212,32,0
ORD100200,2025-01-01 13:37:00,Delhi,R0800,Italian,1252,44,0
ORD100201,2025-01-01 13:38:00,Mumbai,R0715,Biryani,1152,67,0
ORD100202,2025-01-01 13:42:00,Delhi,R0215,Beverages,536,61,1
ORD100203,2025-01-01 13:43:00,Delhi,R0700,Chinese,1244,60,0
ORD100204,2025-01-01 13:46:00,Mumbai,R0580,Italian,549,42,1
ORD100205,2025-01-01 13:47:00,Delhi,R0642,North Indian,151,61,0
ORD100206,2025-01-01 13:47:00,Chennai,R0340,Continental,501,68,0
ORD100207,2025-01-01 13:48:00,Mumbai,R0491,Chinese,935,48,0
ORD100208,2025-01-01 13:48:00,Chennai,R0197,North Indian,1126,41,0
ORD100209,2025-01-01 13:49:00,Bangalore,R0650,Chinese,640,52,1
ORD100210,2025-01-01 13:49:00,Pune,R0073,Desserts,245,24,0
ORD100211,2025-01-01 13:49:00,Delhi,R0003,Italian,380,25,1
ORD100212,2025-01-01 13:51:00,Delhi,R0799,Fast Food,1124,42,1
ORD100213,2025-01-01 13:51:00,Pune,R0099,Desserts,718,74,1
ORD100214,2025-01-01 13:55:00,Hyderabad,R0388,South Indian,1140,54,0
ORD100215,2025-01-01 13:56:00,Delhi,R0647,Beverages,679,16,1
ORD100216,2025-01-01 13:56:00,Delhi,R0784,Desserts,1033,67,0
ORD100217,2025-01-01 13:57:00,Pune,R0016,South Indian,622,39,0
ORD100218,2025-01-01 14:03:00,Delhi,R0348,South Indian,996,18,1
ORD100219,2025-01-01 14:04:00,Pune,R0615,Fast Food,832,59,0
ORD100220,2025-01-01 14:04:00,Kolkata,R0370,Continental,236,36,1
ORD100221,2025-01-01 14:05:00,Mumbai,R0269,Beverages,1227,20,0
ORD100222,2025-01-01 14:06:00,Pune,R0748,South Indian,755,36,0
ORD100223,2025-01-01 14:07:00,Bangalore,R0701,Chinese,301,29,1
ORD100224,2025-01-01 14:07:00,Hyderabad,R0724,Fast Food,1232,48,0
ORD100225,2025-01-01 14:15:00,Mumbai,R0685,Continental,173,62,0
ORD100226,2025-01-01 14:17:00,Delhi,R0760,Italian,355,27,0
ORD100227,2025-01-01 14:18:00,Chennai,R0196,Biryani,847,45,0
ORD100228,2025-01-01 14:20:00,Delhi,R0664,Chinese,999,35,0
ORD100229,2025-01-01 14:25:00,Kolkata,R0224,Fast Food,792,19,1
ORD100230,2025-01-01 14:26:00,Mumbai,R0086,South Indian,591,33,1
ORD100231,2025-01-01 14:27:00,Delhi,R0700,Biryani,590,17,0
ORD100232,2025-01-01 14:30:00,Mumbai,R0638,Continental,1253,51,1
ORD100233,2025-01-01 14:32:00,Pune,R0700,South Indian,1050,18,0
ORD100234,2025-01-01 14:34:00,Mumbai,R0261,Italian,586,46,0
ORD100235,2025-01-01 14:35:00,Pune,R0633,South Indian,865,66,0
ORD100236,2025-01-01 14:36:00,Delhi,R0160,Desserts,900,73,1
ORD100237,2025-01-01 14:44:00,Bangalore,R0761,Beverages,567,42,0
ORD100238,2025-01-01 14:45:00,Pune,R0088,Beverages,368,48,0
ORD100239,2025-01-01 14:49:00,Delhi,R0357,South Indian,538,67,1
ORD100240,2025-01-01 14:51:00,Mumbai,R0648,Fast Food,102,53,0
ORD100241,2025-01-01 14:52:00,Pune,R0431,Chinese,904,19,0
ORD100242,2025-01-01 14:53:00,Bangalore,R0210,Fast Food,788,39,0
ORD100243,2025-01-01 14:53:00,Chennai,R0748,Fast Food,1222,37,1
ORD100244,2025-01-01 14:53:00,Pune,R0073,North Indian,1028,25,0
ORD100245,2025-01-01 14:53:00,Bangalore,R0629,Biryani,220,64,0
ORD100246,2025-01-01 14:54:00,Pune,R0711,Beverages,1466,49,0
ORD100247,2025-01-01 14:54:00,Chennai,R0788,Biryani,569,58,0
ORD100248,2025-01-01 14:54:00,Chennai,R0499,Italian,904,69,1
ORD100249,2025-01-01 14:56:00,Delhi,R0764,Biryani,967,29,0
ORD100250,2025-01-01 15:04:00,Kolkata,R0651,North Indian,164,32,1
ORD100251,2025-01-01 15:05:00,Hyderabad,R0724,Italian,378,68,0
ORD100252,2025-01-01 15:08:00,Mumbai,R0365,Beverages,410,66,0
ORD100253,2025-01-01 15:13:00,Bangalore,R0258,Continental,135,61,1
ORD100254,2025-01-01 15:16:00,Mumbai,R0609,Fast Food,782,49,1
ORD100255,2025-01-01 15:20:00,Chennai,R0342,Continental,1422,29,0
ORD100256,2025-01-01 15:21:00,Kolkata,R0159,Chinese,1466,28,0
ORD100257,2025-01-01 15:33:00,Delhi,R0227,Desserts,1418,37,0
ORD100258,2025-01-01 15:33:00,Kolkata,R0778,Beverages,1179,34,1
ORD100259,2025-01-01 15:37:00,Delhi,R0342,Italian,786,22,0
ORD100260,2025-01-01 15:40:00,Bangalore,R0465,Desserts,578,58,0
ORD100261,2025-01-01 15:46:00,Bangalore,R0571,Desserts,103,17,0
ORD100262,2025-01-01 15:47:00,Mumbai,R0363,Italian,726,74,0
ORD100263,2025-01-01 15:50:00,Bangalore,R0230,Fast Food,518,22,0
ORD100264,2025-01-01 15:50:00,Pune,R0626,Italian,291,48,0
ORD100265,2025-01-01 15:55:00,Mumbai,R0135,South Indian,1188,51,1
ORD100266,2025-01-01 16:01:00,Delhi,R0293,Biryani,1199,34,0
ORD100267,2025-01-01 16:05:00,Chennai,R0781,Continental,925,24,0
ORD100268,2025-01-01 16:13:00,Hyderabad,R0477,North Indian,899,60,0
ORD100269,2025-01-01 16:22:00,Kolkata,R0003,South Indian,1007,71,1
ORD100270,2025-01-01 16:23:00,Delhi,R0791,Desserts,481,43,0
ORD100271,2025-01-01 16:26:00,Pune,R0532,Beverages,1100,74,0
ORD100272,2025-01-01 16:35:00,Bangalore,R0772,Fast Food,794,34,1
ORD100273,2025-01-01 16:40:00,Mumbai,R0621,Beverages,275,50,0
ORD100274,2025-01-01 16:45:00,Kolkata,R0170,Biryani,1319,25,0
ORD100275,2025-01-01 16:45:00,Mumbai,R0402,South Indian,583,21,0
ORD100276,2025-01-01 16:51:00,Hyderabad,R0129,Continental,759,72,0
ORD100277,2025-01-01 16:56:00,Hyderabad,R0087,Beverages,709,41,1
ORD100278,2025-01-01 17:05:00,Bangalore,R0461,Beverages,1436,41,0
ORD100279,2025-01-01 17:10:00,Chennai,R0230,Italian,326,19,0
ORD100280,2025-01-01 17:12:00,Bangalore,R0686,Chinese,597,30,0
ORD100281,2025-01-01 17:20:00,Delhi,R0159,Italian,544,55,0
ORD100282,2025-01-01 17:27:00,Hyderabad,R0066,Beverages,1129,68,1
ORD100283,2025-01-01 17:29:00,Kolkata,R0336,Chinese,408,30,0
ORD100284,2025-01-01 17:33:00,Bangalore,R0361,Beverages,1074,57,1
ORD100285,2025-01-01 17:38:00,Kolkata,R0254,Desserts,818,71,0
ORD100286,2025-01-01 17:40:00,Bangalore,R0405,North Indian,1427,62,0
ORD100287,2025-01-01 17:46:00,Bangalore,R0149,Continental,901,19,1
ORD100288,2025-01-01 17:50:00,Chennai,R0706,South Indian,346,69,1
ORD100289,2025-01-01 17:52:00,Delhi,R0512,Biryani,516,19,0
ORD100290,2025-01-01 17:54:00,Pune,R0308,Beverages,687,52,0
ORD100291,2025-01-01 18:01:00,Hyderabad,R0292,Italian,270,17,0
ORD100292,2025-01-01 18:16:00,Pune,R0399,Italian,125,17,0
ORD100293,2025-01-01 18:33:00,Chennai,R0101,Italian,856,21,0
ORD100294,2025-01-01 18:43:00,Pune,R0329,Biryani,548,51,0
ORD100295,2025-01-01 18:48:00,Chennai,R0512,Continental,157,38,0
ORD100296,2025-01-01 18:52:00,Bangalore,R0385,Beverages,1378,23,0
ORD100297,2025-01-01 19:01:00,Kolkata,R0016,Continental,1348,47,0
ORD100298,2025-01-01 19:01:00,Bangalore,R0728,North Indian,1239,26,0
ORD100299,2025-01-01 19:02:00,Bangalore,R0728,South Indian,748,22,0
ORD100300,2025-01-01 19:04:00,Delhi,R0039,Desserts,207,54,0
ORD100301,2025-01-01 19:05:00,Kolkata,R0496,Beverages,1449,25,0
ORD100302,2025-01-01 19:06:00,Mumbai,R0011,Biryani,665,61,0
ORD100303,2025-01-01 19:07:00,Delhi,R0030,Beverages,1197,39,0
ORD100304,2025-01-01 19:07:00,Delhi,R0168,Continental,454,34,1
ORD100305,2025-01-01 19:08:00,Bangalore,R0390,South Indian,490,68,0
ORD100306,2025-01-01 19:08:00,Mumbai,R0491,Fast Food,988,70,0
ORD100307,2025-01-01 19:09:00,Hyderabad,R0380,Beverages,880,48,0
ORD100308,2025-01-01 19:11:00,Mumbai,R0690,Biryani,618,21,0
ORD100309,2025-01-01 19:12:00,Hyderabad,R0436,North Indian,1359,55,0
ORD100310,2025-01-01 19:13:00,Delhi,R0712,Beverages,473,60,0
ORD100311,2025-01-01 19:20:00,Mumbai,R0464,Biryani,181,63,0
ORD100312,2025-01-01 19:23:00,Hyderabad,R0021,South Indian,1322,53,0
ORD100313,2025-01-01 19:23:00,Mumbai,R0324,Biryani,1262,53,0
ORD100314,2025-01-01 19:23:00,Delhi,R0347,North Indian,1455,72,0
ORD100315,2025-01-01 19:27:00,Kolkata,R0291,Beverages,482,23,0
ORD100316,2025-01-01 19:29:00,Delhi,R0636,Biryani,95,63,0
ORD100317,2025-01-01 19:30:00,Delhi,R0641,Fast Food,1275,33,0
ORD100318,2025-01-01 19:30:00,Mumbai,R0400,Beverages,145,38,1
ORD100319,2025-01-01 19:31:00,Delhi,R0543,Biryani,560,55,0
ORD100320,2025-01-01 19:31:00,Delhi,R0059,Italian,459,17,0
ORD100321,2025-01-01 19:32:00,Pune,R0742,Biryani,1017,56,1
ORD100322,2025-01-01 19:33:00,Delhi,R0530,North Indian,853,64,0
ORD100323,2025-01-01 19:33:00,Delhi,R0293,Beverages,1114,36,1
ORD100324,2025-01-01 19:33:00,Pune,R0633,Fast Food,298,35,0
ORD100325,2025-01-01 19:33:00,Bangalore,R0138,South Indian,652,59,0
ORD100326,2025-01-01 19:34:00,Delhi,R0279,Fast Food,1331,30,0
ORD100327,2025-01-01 19:34:00,Bangalore,R0531,North Indian,544,28,0
ORD100328,2025-01-01 19:36:00,Delhi,R0369,Italian,894,71,0
ORD100329,2025-01-01 19:38:00,Bangalore,R0503,Biryani,1187,65,0
ORD100330,2025-01-01 19:39:00,Bangalore,R0734,Chinese,1384,34,0
ORD100331,2025-01-01 19:39:00,Kolkata,R0297,Desserts,1343,57,0
ORD100332,2025-01-01 19:39:00,Mumbai,R0702,Chinese,505,30,0
ORD100333,2025-01-01 19:40:00,Hyderabad,R0364,North Indian,208,49,0
ORD100334,2025-01-01 19:41:00,Delhi,R0210,Desserts,1377,43,0
ORD100335,2025-01-01 19:41:00,Bangalore,R0454,Beverages,233,61,0
ORD100336,2025-01-01 19:42:00,Mumbai,R0460,Fast Food,1393,22,1
ORD100337,2025-01-01 19:42:00,Bangalore,R0779,Desserts,1492,25,0
ORD100338,2025-01-01 19:44:00,Mumbai,R0642,Italian,1498,58,0
ORD100339,2025-01-01 19:46:00,Kolkata,R0092,South Indian,764,64,0
ORD100340,2025-01-01 19:47:00,Pune,R0466,South Indian,526,60,0
ORD100341,2025-01-01 19:48:00,Bangalore,R0468,Desserts,206,26,0
ORD100342,2025-01-01 19:49:00,Delhi,R0024,Continental,670,51,0
ORD100343,2025-01-01 19:50:00,Bangalore,R0589,Italian,566,40,0
ORD100344,2025-01-01 19:52:00,Hyderabad,R0143,Desserts,1154,49,0
ORD100345,2025-01-01 19:53:00,Delhi,R0213,Beverages,1411,25,0
ORD100346,2025-01-01 19:53:00,Bangalore,R0103,Fast Food,1346,17,1
ORD100347,2025-01-01 19:56:00,Delhi,R0514,Biryani,813,18,0
ORD100348,2025-01-01 19:56:00,Mumbai,R0138,Chinese,1138,40,1
ORD100349,2025-01-01 19:56:00,Delhi,R0722,Beverages,233,17,0
